filename,length,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,label,,,,,
rock.00058.wav,661794,0.301064044,0.085798852,0.087493114,0.000201072,2438.007049,1005998.268,2790.267286,229992.9673,5499.143752,4198235.706,rock,,,,,
hiphop.00083.wav,661794,0.447766125,0.085354,0.110670991,0.00270785,2367.661722,313501.2072,2302.853073,68027.19387,5016.411971,1058399.429,hiphop,,,,,
reggae.00067.wav,661504,0.396072537,0.089903511,0.140144825,0.001966335,1728.254305,272396.9384,2361.404749,196427.9575,3517.897547,1936079.304,reggae,,,,,
hiphop.00038.wav,675808,0.398339659,0.095134698,0.269859612,0.019040883,2208.645681,739221.2711,2215.028676,592713.0656,4416.655717,3317951.848,hiphop,,,,,
jazz.00050.wav,669240,0.410087079,0.083532415,0.190516382,0.000782834,2485.940908,208146.3098,2760.015269,101239.624,5797.386911,1376981.417,jazz,,,,,
country.00001.wav,661760,0.414032489,0.079332054,0.230516478,0.000445689,2938.155358,101837.4905,2839.657689,40987.0788,6279.551665,626213.3539,country,,,,,
hiphop.00008.wav,661794,0.453622907,0.088034175,0.141830251,0.007849697,3070.761702,894020.1993,2349.669647,104123.468,5754.427952,1577879.547,hiphop,,,,,
jazz.00009.wav,661794,0.267192185,0.089904711,0.085357539,0.00073814,749.3539041,45844.41212,1211.148039,87587.13662,1133.549114,230101.6835,jazz,,,,,
disco.00074.wav,661504,0.402915508,0.080569163,0.177687883,0.004821268,2648.735088,266130.8991,2384.066506,51755.73234,5545.965562,749632.6632,disco,,,,,
hiphop.00031.wav,661408,0.479805857,0.082067467,0.213130087,0.003579986,3084.761864,555031.4755,2970.591186,103326.0002,6778.925675,2161084.74,hiphop,,,,,
metal.00058.wav,661794,0.461526603,0.079163447,0.184552684,0.001036478,2459.499423,129298.1659,2221.392843,43563.37076,5024.264179,642185.2451,metal,,,,,
pop.00001.wav,661504,0.412993103,0.097699225,0.262579024,0.014924134,3702.105111,1404155.301,3431.856264,179373.0956,8072.977711,2673778.153,pop,,,,,
reggae.00090.wav,661504,0.469879389,0.086838618,0.144260973,0.008266166,2868.233682,1353624.124,2676.125867,225551.7085,5796.886499,3569678.111,reggae,,,,,
disco.00020.wav,661794,0.34250626,0.087271839,0.124586239,0.000837819,2116.927275,515050.8151,2114.133669,193305.291,4349.140806,1977684.77,disco,,,,,
country.00036.wav,661794,0.344721764,0.086342305,0.022781625,0.000258605,1827.591866,574086.1177,2050.071064,136295.0004,3647.221668,2281948.983,country,,,,,
country.00085.wav,661794,0.337893397,0.087252833,0.135495424,0.00188533,1596.307516,278627.017,1853.316211,101805.7054,3291.44086,1181595.064,country,,,,,
classical.00071.wav,661794,0.208079696,0.08261776,0.05168052,0.001590517,1397.437273,73420.70609,1574.496203,49738.07246,2616.034375,273641.0969,classical,,,,,
jazz.00059.wav,672100,0.316407621,0.101765119,0.182438463,0.004910562,1391.473642,352844.9675,2132.913879,241449.6236,2913.813023,3545968.059,jazz,,,,,
metal.00081.wav,661504,0.517781734,0.062277038,0.190410197,0.001103832,2137.920771,96846.8741,1970.550723,41483.16427,4200.714919,532341.9641,metal,,,,,
rock.00051.wav,661794,0.368741363,0.087027147,0.161759794,0.00218851,3031.033547,756440.0241,3055.515508,86212.74955,6732.67321,1724246.921,rock,,,,,
blues.00082.wav,661794,0.339175195,0.086655721,0.251406223,0.00372423,2141.518182,127242.4573,2168.29708,74578.88493,4628.622798,970436.9958,blues,,,,,
jazz.00097.wav,661794,0.224049151,0.091031954,0.021186687,0.000183895,1176.181446,245931.1531,1753.640845,186895.3621,2343.555254,2332214.927,jazz,,,,,
hiphop.00047.wav,661794,0.449333817,0.094929308,0.247093484,0.014606669,3235.574042,1284799.339,3272.075076,150912.912,7337.767875,2668344.225,hiphop,,,,,
metal.00000.wav,661504,0.487715542,0.06745249,0.116125494,0.000302875,3274.488271,268188.9631,2722.524604,151283.7821,6407.968161,1687473.53,metal,,,,,
metal.00005.wav,661504,0.422442824,0.077790245,0.121881209,0.001274187,2464.467489,195595.053,2204.451704,74987.6511,4951.89563,749071.2669,metal,,,,,
metal.00031.wav,661504,0.446262538,0.07493405,0.220563501,0.001568515,2566.813953,166897.1745,2408.565655,39728.57165,5444.511368,577733.8693,metal,,,,,
reggae.00021.wav,661794,0.39008069,0.086531438,0.155178413,0.003917459,2006.893096,275390.9576,2120.341047,101033.3211,4323.510799,1294736.5,reggae,,,,,
disco.00037.wav,661794,0.454471767,0.081835523,0.164026171,0.003641879,3637.194459,486718.2581,3198.904772,61119.42081,7770.913335,1011333.314,disco,,,,,
reggae.00029.wav,661794,0.428854614,0.088717461,0.1038744,0.001829027,1585.037772,295109.0302,2126.793157,133775.9475,3734.30374,2240739.14,reggae,,,,,
disco.00042.wav,661794,0.394021511,0.082816713,0.136011288,0.001905697,2403.569442,305810.0225,2394.705501,150807.8512,4900.710557,1637556.084,disco,,,,,
hiphop.00091.wav,661794,0.533724487,0.073661283,0.113602594,0.001878602,2628.952415,260587.5261,2350.814869,51838.89996,5411.512108,642378.845,hiphop,,,,,
disco.00043.wav,661794,0.420189291,0.085688122,0.173718214,0.002435822,2874.940335,1276892.633,2760.083607,537880.0233,6020.004124,5897149.099,disco,,,,,
classical.00084.wav,661794,0.245793417,0.080236219,0.022011451,0.000195165,1001.73833,24383.04014,1151.327553,22506.26447,1732.223787,94095.24313,classical,,,,,
metal.00024.wav,661504,0.478725195,0.074180916,0.231532305,0.00082592,2410.798727,211062.0091,2227.636452,66046.42233,4949.930496,768362.3897,metal,,,,,
metal.00067.wav,661504,0.46917063,0.074048974,0.136295781,0.001422359,2254.453491,181525.3146,2070.847623,65660.60829,4381.340689,681455.5763,metal,,,,,
blues.00028.wav,661794,0.276155472,0.098873332,0.099666774,0.004145586,1115.728202,105720.7979,1399.096825,52928.587,2290.646525,637938.2804,blues,,,,,
disco.00073.wav,661504,0.446326256,0.07609196,0.095557004,0.001725765,2847.326967,315193.6827,2460.178096,52201.7629,5925.744317,756682.9145,disco,,,,,
blues.00063.wav,661794,0.330231369,0.089889519,0.096273497,0.001736401,2840.060761,289344.4386,2444.189468,56381.99418,5711.836175,476429.5553,blues,,,,,
jazz.00074.wav,661794,0.294886738,0.091641344,0.112754919,0.004935736,2415.034392,510633.1706,2552.78344,275476.2764,5135.902097,2895314.419,jazz,,,,,
reggae.00072.wav,661504,0.432845771,0.086019494,0.142928541,0.004758391,3089.637185,1311378.529,2973.703815,271609.2987,6574.77138,4659711.841,reggae,,,,,
metal.00078.wav,661504,0.533736885,0.069358312,0.269671202,0.001758568,2814.978063,364042.7655,2548.01141,103382.0478,5897.208243,1239708.115,metal,,,,,
metal.00023.wav,661504,0.527249634,0.068748087,0.195297554,0.00126386,2575.097301,144378.3494,2236.605278,56107.69731,5056.588965,425171.9912,metal,,,,,
metal.00012.wav,661504,0.605013371,0.050808754,0.114319071,9.62E-05,2803.031788,79784.16002,2183.17246,26393.70391,5262.320152,331385.0951,metal,,,,,
disco.00070.wav,661504,0.455567092,0.071042597,0.111058377,0.001389531,2449.233952,212442.8063,2311.546095,63068.6671,5184.48087,867564.7803,disco,,,,,
country.00013.wav,661794,0.36808905,0.08633443,0.080048457,0.001109943,2811.739872,523269.4915,2841.675897,175415.1653,6061.172011,2831061.155,country,,,,,
classical.00021.wav,661794,0.2667467,0.083574563,0.04547976,0.001508525,1371.062915,108165.0652,1440.805928,78454.39213,2569.570618,533518.4112,classical,,,,,
rock.00053.wav,661794,0.409180999,0.074969076,0.190227509,0.001884624,3361.723252,304156.9523,2933.069563,55087.67146,6920.301851,1019786.138,rock,,,,,
pop.00099.wav,661504,0.360387415,0.091521554,0.138171017,0.002528514,2765.249747,840186.053,3222.51901,174180.2327,6871.514907,3886124.203,pop,,,,,
disco.00018.wav,661794,0.369897395,0.088151999,0.1388271,0.002279391,3042.884603,454711.2346,3000.391639,111024.8049,6836.725377,1588978.599,disco,,,,,
hiphop.00026.wav,669680,0.475586027,0.090035647,0.164584324,0.006286348,3460.304982,1043691.066,2917.582836,110843.9872,7022.021988,1732856.304,hiphop,,,,,
country.00098.wav,661794,0.270818174,0.086875938,0.176322177,0.003652665,1425.010296,268097.7948,1690.948858,119640.689,2980.125367,1196409.189,country,,,,,
country.00071.wav,661794,0.292615712,0.085586086,0.118415296,0.003926526,1261.472571,333825.8318,1396.474255,206472.7438,2422.218893,1561821.404,country,,,,,
country.00084.wav,661794,0.319836736,0.084800571,0.180695474,0.00343117,1964.84288,273212.8693,2036.382098,86666.84461,4059.142018,1096801.072,country,,,,,
disco.00086.wav,661504,0.39506793,0.083435543,0.165366903,0.002903555,1867.699334,411494.2041,1874.680403,134832.541,3803.77455,1429939.839,disco,,,,,
classical.00005.wav,661794,0.268530279,0.082541101,0.043262236,0.000584547,1431.055193,74049.94304,1558.112947,39297.27428,2835.996128,305081.8496,classical,,,,,
reggae.00015.wav,661794,0.358512223,0.094614767,0.131898686,0.002980439,1923.059128,663610.7249,2314.067952,272112.0611,4491.971059,3862597.216,reggae,,,,,
rock.00089.wav,661794,0.343338788,0.086541951,0.105230935,0.001381812,1609.738893,349522.4806,1815.875983,127147.8109,3380.229934,1499005.669,rock,,,,,
pop.00093.wav,661504,0.415297747,0.088757403,0.245842174,0.007482824,3259.390158,392752.7222,3144.465221,68845.67804,7269.504457,952892.5709,pop,,,,,
hiphop.00066.wav,661794,0.409530252,0.094317272,0.189773738,0.015069694,2244.692842,753968.5735,2483.637607,168228.0954,4815.202257,2735615.174,hiphop,,,,,
pop.00085.wav,661504,0.443832934,0.095257781,0.195485413,0.004515645,2516.40937,1047031.51,2465.905286,392301.2143,5087.656397,4502078.47,pop,,,,,
disco.00034.wav,661794,0.357663065,0.085638419,0.122903518,0.002005465,3653.609029,318341.5924,3234.122384,61897.21712,7835.279793,555734.6106,disco,,,,,
disco.00000.wav,664180,0.445476502,0.087834835,0.1421839,0.004136465,2297.869205,898837.8929,2565.714338,192600.4769,4888.775343,3887731.184,disco,,,,,
disco.00094.wav,661504,0.416820794,0.07840731,0.099393636,0.000934428,2207.386073,299239.5381,2353.334092,87822.43716,5074.017037,1187011.644,disco,,,,,
rock.00055.wav,661794,0.431646705,0.07364668,0.147184819,0.002298855,1712.391316,272533.8782,2249.696605,209627.1161,3618.660614,2655928.972,rock,,,,,
hiphop.00063.wav,661794,0.445558488,0.091844946,0.1860881,0.017393271,2670.95905,1244706.157,2494.653283,257842.1975,5320.258291,3560042.191,hiphop,,,,,
hiphop.00086.wav,661794,0.479745269,0.090255953,0.079070725,0.001801584,2083.43225,443309.4193,2198.18309,108934.1956,4479.430841,1754766.194,hiphop,,,,,
disco.00059.wav,661504,0.403650433,0.090653241,0.116946675,0.002862323,2279.91974,582095.5308,2269.88836,152172.1782,4829.066443,2335064.082,disco,,,,,
metal.00043.wav,661794,0.438274652,0.081817113,0.090498358,0.001114394,2683.280387,346041.763,2126.811374,167687.1795,4972.387979,1548503.76,metal,,,,,
rock.00059.wav,661794,0.339422941,0.082921885,0.051210362,0.000183674,2424.136648,1145181.094,2927.100965,328444.176,5643.69766,6157946.272,rock,,,,,
pop.00004.wav,661504,0.384295791,0.083574533,0.211175367,0.002560863,2753.120791,717894.9113,2861.501507,149359.3392,5986.680118,2701613.424,pop,,,,,
blues.00024.wav,661794,0.263112217,0.099992849,0.08694727,0.00251056,1120.019467,176458.3835,1447.889899,53783.80604,2323.820648,1140579.404,blues,,,,,
hiphop.00049.wav,661794,0.48434341,0.085109115,0.288833886,0.00593843,3085.470366,628423.5292,3055.675625,97270.87573,6683.478251,1409026.718,hiphop,,,,,
hiphop.00033.wav,665280,0.500074983,0.079235993,0.214184642,0.003084219,2987.722249,835940.4878,2731.823952,189005.1672,6169.834153,2632303.806,hiphop,,,,,
country.00021.wav,661794,0.289202034,0.091252893,0.109864391,0.001676252,1044.046212,103215.5818,1392.75963,51660.15059,1946.440022,563623.3424,country,,,,,
metal.00088.wav,661504,0.42148295,0.087850742,0.133361131,0.0033527,1988.223473,337504.3816,1986.927355,136478.2993,4148.006034,1329523.8,metal,,,,,
reggae.00052.wav,661504,0.502261996,0.08377748,0.189987898,0.008365612,3289.023546,1508205.84,3253.310614,220133.9752,7286.557821,3868697.746,reggae,,,,,
country.00043.wav,661794,0.403080136,0.082270466,0.095036261,0.001466625,2530.38888,392522.6448,2491.239786,133483.7231,5070.036808,1825423.98,country,,,,,
metal.00099.wav,661794,0.516336739,0.075121477,0.170188174,0.003762158,2375.608157,316916.9502,2231.95797,68228.516,4898.537252,958735.7142,metal,,,,,
metal.00047.wav,661794,0.431055278,0.081543081,0.217590824,0.001228323,2908.281431,153841.3292,2286.280885,60670.3296,5405.808224,623343.7945,metal,,,,,
pop.00074.wav,661504,0.349366695,0.097992972,0.210472167,0.021028975,3420.340603,1568988.315,3369.285282,162078.9462,7790.523039,3370281.046,pop,,,,,
classical.00006.wav,661794,0.26147446,0.08511582,0.033215571,0.000348455,1372.6378,70402.01221,1579.213327,30129.15855,2737.714459,315706.2762,classical,,,,,
rock.00087.wav,661794,0.392847627,0.076380961,0.165843472,0.001030933,2334.498686,113084.8695,2208.043898,44310.69301,4818.974315,706730.444,rock,,,,,
pop.00080.wav,661504,0.433511227,0.091234215,0.215830341,0.008249752,3151.267308,829393.3826,3220.605672,135455.8509,7294.30178,3080600.537,pop,,,,,
blues.00002.wav,661794,0.363637179,0.085275196,0.175570413,0.002745916,1552.811865,156467.6434,1747.702312,76254.19226,3042.260232,784034.4607,blues,,,,,
country.00044.wav,661794,0.360100687,0.085341133,0.113700226,0.001412912,1729.62776,561523.7653,2247.42619,303943.7297,3358.80498,2989752.319,country,,,,,
pop.00049.wav,661504,0.32267502,0.089988127,0.147519216,0.003765388,1988.137358,1098475.852,2580.401022,415934.7181,4267.004876,6581764.263,pop,,,,,
disco.00098.wav,661504,0.440995067,0.082474358,0.122678056,0.0015548,2417.757363,353068.8941,2431.888669,82783.69273,5385.615642,1414000.647,disco,,,,,
jazz.00048.wav,661794,0.282599658,0.087149516,0.058675967,0.000398924,1748.400552,132365.8799,1947.947114,68606.19757,3685.441855,778337.0293,jazz,,,,,
jazz.00076.wav,661794,0.30320397,0.086999893,0.119155981,0.003013189,1733.471676,147305.9695,2067.77144,174358.5044,3379.588767,1247289.697,jazz,,,,,
metal.00020.wav,661504,0.495958686,0.072854348,0.117362425,0.000866969,2657.912854,189139.4389,2345.662472,32730.57963,5358.261979,591822.1962,metal,,,,,
rock.00091.wav,661794,0.443506896,0.069718733,0.108283579,0.000161363,2474.257423,258156.1836,2123.313457,83105.19178,4754.174861,1165242.799,rock,,,,,
jazz.00066.wav,667480,0.257768482,0.084502317,0.172939345,0.001544708,1579.490439,119079.5247,1854.044135,55051.79797,2967.528042,568486.6216,jazz,,,,,
country.00046.wav,661794,0.374236643,0.085659482,0.103331648,0.001103381,2109.288834,299088.5022,1933.745275,86204.11884,3843.818314,819523.1872,country,,,,,
classical.00027.wav,661794,0.240692601,0.083586611,0.028414913,0.000207184,901.6906629,27472.38249,1171.78364,26470.8797,1456.33899,128765.6876,classical,,,,,
jazz.00084.wav,661794,0.392989427,0.086677872,0.05170016,0.000464434,2875.081678,336102.2764,2802.921671,120486.4495,6139.161176,1341319.784,jazz,,,,,
hiphop.00051.wav,661794,0.39342472,0.093506411,0.244055673,0.007578803,2500.421635,1244856.289,2578.17453,223490.3865,5294.461746,3670857.789,hiphop,,,,,
classical.00098.wav,661794,0.289919347,0.088789612,0.029093731,0.000331932,1952.495511,166304.0358,1865.737617,22529.55381,3779.826564,447711.6576,classical,,,,,
hiphop.00099.wav,661504,0.430809021,0.095044546,0.153691038,0.014910608,1962.680819,675787.629,1916.813711,129908.9838,3797.754246,2174541.322,hiphop,,,,,
classical.00003.wav,661794,0.234229311,0.083450928,0.029442085,0.000356541,1526.629882,91344.30989,1499.439342,60196.22756,2916.000387,499393.9317,classical,,,,,
classical.00094.wav,661794,0.368877441,0.090453357,0.013990559,8.10E-05,1423.457919,106913.6449,1696.563233,49233.11863,2926.0259,492331.5225,classical,,,,,
jazz.00004.wav,661794,0.171939209,0.082622975,0.10877613,0.002176863,1039.263106,122594.5906,1421.998044,77384.237,1837.458366,914969.3245,jazz,,,,,
jazz.00018.wav,661794,0.353473574,0.087754913,0.052263584,0.000316473,1993.352766,64753.47933,2127.165109,36027.03907,4248.194549,398702.8932,jazz,,,,,
blues.00070.wav,661794,0.322809219,0.091978051,0.106136858,0.00110608,2159.392,328873.5634,2130.224381,68626.58322,4684.529188,1074291.376,blues,,,,,
hiphop.00067.wav,661794,0.498267174,0.085436366,0.218010575,0.019331908,3053.718062,1145685.684,3025.094212,193429.195,6668.173522,3482873.882,hiphop,,,,,
country.00016.wav,661794,0.322488755,0.088137805,0.079846568,0.000759281,1425.916477,231964.6542,1648.386102,109758.8659,2880.736228,1360247.97,country,,,,,
disco.00010.wav,661760,0.437690884,0.087644704,0.232962981,0.003019145,2877.324969,337707.5383,2623.918774,76485.2958,5865.000034,1125130.745,disco,,,,,
country.00005.wav,666820,0.416060567,0.082946561,0.203925624,0.001449591,2926.293311,276114.8523,2736.79638,74138.09903,6177.129007,1169349.314,country,,,,,
pop.00058.wav,661504,0.340143234,0.098287784,0.167407781,0.006365676,2938.985925,1663757.569,2629.059704,298079.7804,5748.532551,4863711.847,pop,,,,,
blues.00083.wav,661794,0.427291185,0.080121741,0.25124222,0.003458812,2314.927762,143909.6293,2261.811875,30962.56564,5036.45467,444546.6366,blues,,,,,
rock.00057.wav,661794,0.390014112,0.083890386,0.122644931,0.00100522,3488.554943,559918.7625,3241.605654,81262.46769,7660.024833,1345841.752,rock,,,,,
country.00003.wav,661408,0.376894414,0.08374697,0.204363585,0.001915246,2174.033869,570638.8842,2280.888606,207005.3436,4347.882042,2578788.42,country,,,,,
metal.00026.wav,661504,0.484610051,0.072828017,0.138211548,0.000503301,2870.818647,62646.96258,2126.733591,22612.19811,5186.229506,102253.8737,metal,,,,,
reggae.00009.wav,661794,0.383111179,0.097545281,0.086702436,0.001870385,1609.702053,1052523.197,1990.778982,380733.9423,3269.707813,4920435.437,reggae,,,,,
jazz.00080.wav,661794,0.370623291,0.080463022,0.075741179,0.000366252,3029.382383,215849.5599,2829.048804,64688.06435,6201.978842,1046685.41,jazz,,,,,
blues.00006.wav,661794,0.291327983,0.093981326,0.141874149,0.008803189,1459.366472,437859.3981,1389.009131,185023.2395,2795.610963,1621442.025,blues,,,,,
reggae.00056.wav,661504,0.370393306,0.093219943,0.100515485,0.002469003,2173.7902,912225.376,2460.293289,359070.9514,4658.666029,4678497.369,reggae,,,,,
metal.00044.wav,661794,0.469605088,0.073266625,0.095435925,0.000590356,2759.97742,214098.3233,2242.517139,77040.2411,5259.455719,972330.6874,metal,,,,,
reggae.00010.wav,661794,0.294789821,0.092381924,0.061658997,0.001761222,2149.049179,699906.2113,2036.555526,130918.1517,4426.180712,1888031.848,reggae,,,,,
pop.00061.wav,661504,0.455635518,0.091322213,0.220829323,0.007680508,2949.610493,1365265.107,2908.835646,283807.7245,6068.408033,5021581.602,pop,,,,,
country.00056.wav,661794,0.319219887,0.084085442,0.136243716,0.002027129,1468.419061,290076.5291,1960.566965,162369.1196,3212.427494,1971676.388,country,,,,,
classical.00077.wav,661794,0.219036281,0.084547199,0.01675331,0.000314154,811.5604155,50371.74355,1008.517235,73993.62449,1235.76105,263539.725,classical,,,,,
metal.00027.wav,661504,0.474716127,0.075015768,0.165090203,0.000917715,2398.074362,79022.86973,2218.677679,24030.84974,4866.02095,372106.8745,metal,,,,,
metal.00079.wav,661504,0.472405553,0.072405428,0.127425611,0.001773445,2710.543163,247566.8728,2264.313137,67836.5013,5323.505757,787277.6715,metal,,,,,
reggae.00084.wav,661504,0.322628528,0.091158167,0.114271916,0.001304821,1787.748786,427394.4719,2120.44046,140452.8012,3818.17998,1693041.938,reggae,,,,,
metal.00040.wav,661794,0.509268582,0.075232416,0.104623452,0.000568093,2710.794745,210980.8559,2195.041769,58602.3726,5083.209866,840456.6163,metal,,,,,
rock.00046.wav,661794,0.361459196,0.082090296,0.120680004,0.001371937,2429.031041,443324.5862,2502.187148,217446.9362,5035.530391,2737376.96,rock,,,,,
jazz.00046.wav,661794,0.250492632,0.090486467,0.110508248,0.003490706,1295.181427,82046.01588,1446.187646,32084.40461,2695.613966,492286.2402,jazz,,,,,
classical.00097.wav,661794,0.22226508,0.083254077,0.036720064,0.000464897,1494.419821,92293.65472,1671.195986,31772.3208,2781.813393,339529.3507,classical,,,,,
rock.00095.wav,661794,0.352062762,0.080487058,0.079485796,0.000345166,2008.149458,282174.6892,2106.541053,88609.74951,4253.557033,1222420.736,rock,,,,,
pop.00098.wav,661504,0.399727434,0.095251121,0.213174537,0.005654717,3633.050972,673585.6055,3133.730952,98256.63807,7532.282811,1375992.505,pop,,,,,
blues.00068.wav,661794,0.289839417,0.082899585,0.103117295,0.000986143,2513.313017,176013.4091,2344.984735,47242.80629,5246.748965,473118.9858,blues,,,,,
metal.00033.wav,661504,0.480248243,0.077870741,0.256850064,0.001248231,2030.381716,323570.8138,1929.576225,87773.86145,4224.113333,689445.6042,metal,,,,,
hiphop.00084.wav,661794,0.513272762,0.083357282,0.065893307,0.002006022,2044.053413,589354.4635,1933.418716,140267.5435,4074.030405,1881588.194,hiphop,,,,,
pop.00097.wav,661504,0.466970384,0.091385365,0.204381302,0.019626966,3508.786537,2285745.811,3309.980255,177544.0096,7585.133252,4282530.852,pop,,,,,
reggae.00045.wav,661504,0.457618147,0.081405714,0.091240115,0.001317989,4282.077748,984769.834,3111.941275,142279.6056,7925.526064,1830921.589,reggae,,,,,
classical.00053.wav,670120,0.30410403,0.079112776,0.138357729,0.00314037,1462.3063,115917.3759,1555.795479,94062.90261,2740.05486,583676.478,classical,,,,,
hiphop.00048.wav,661794,0.416262597,0.088891856,0.230332047,0.012425391,2345.270238,857671.7485,2682.136211,279942.6255,5395.266447,3649768.35,hiphop,,,,,
country.00088.wav,661794,0.353735685,0.083778188,0.152685195,0.00271781,1622.736351,234048.9973,1963.356614,129809.0589,3526.990454,1474987.808,country,,,,,
pop.00011.wav,661504,0.225680292,0.086396977,0.055813197,0.001239234,2199.986802,560960.2646,2579.355755,209268.1049,4625.267082,3155614.183,pop,,,,,
country.00028.wav,661794,0.318227351,0.088519901,0.094111964,0.000952613,1474.196472,121405.2758,1885.994958,77614.66476,2925.859364,596576.8207,country,,,,,
jazz.00016.wav,661794,0.249535218,0.087563373,0.060560357,0.001275949,1465.857446,143302.0983,1738.858902,58868.39931,2822.406728,739200.7065,jazz,,,,,
hiphop.00040.wav,675808,0.345766008,0.094201013,0.130852804,0.01072231,2457.193779,2099147.872,2790.148358,501684.7955,5319.679954,8263268.244,hiphop,,,,,
blues.00089.wav,661794,0.348474711,0.102615841,0.052852917,0.001804211,798.4511725,198437.3864,1285.362523,131359.6239,1454.423817,1070820.757,blues,,,,,
blues.00040.wav,661794,0.397995919,0.080510378,0.134891987,0.000777348,2272.439547,202304.9292,2356.806514,50239.39059,5108.21536,581497.1936,blues,,,,,
classical.00022.wav,661794,0.276256979,0.086413451,0.047889363,0.000885307,1211.169748,56442.6538,1367.061023,55920.36677,2236.921766,309279.3897,classical,,,,,
metal.00006.wav,661504,0.434032679,0.080115169,0.050472498,0.000102684,3236.92534,346654.8654,2572.749034,73955.59089,6227.983557,959399.4333,metal,,,,,
disco.00016.wav,667920,0.435249031,0.082908019,0.205772564,0.001938384,2520.400967,520960.9109,2562.657872,182534.8662,5334.780947,2436501.196,disco,,,,,
metal.00011.wav,661504,0.510951281,0.066939421,0.230763689,0.000253653,2699.885484,43747.33529,2240.112665,14965.75221,5157.401993,161836.6047,metal,,,,,
jazz.00042.wav,661794,0.285060704,0.090716101,0.099518932,0.003935391,1344.255959,186927.2349,1548.735703,40061.85592,2771.762899,1120918.55,jazz,,,,,
pop.00063.wav,661504,0.31665656,0.089779161,0.126180574,0.001279092,1826.475341,339962.0706,2294.526354,208694.0834,3796.013937,2839278.397,pop,,,,,
jazz.00025.wav,661794,0.268247098,0.099631622,0.069378085,0.001450438,1697.836245,163594.6546,2065.79027,103121.3961,3805.639762,1248277.924,jazz,,,,,
pop.00068.wav,661504,0.407371253,0.093934514,0.24566929,0.013561038,3263.009073,1228264.475,2931.30139,192691.8598,6715.669806,3537385.792,pop,,,,,
metal.00090.wav,661504,0.426987022,0.084122539,0.146641061,0.000374392,2141.405303,225786.3942,2217.5198,63641.11578,4682.888801,806428.9609,metal,,,,,
hiphop.00075.wav,661794,0.451150805,0.096721619,0.19164595,0.014994539,3140.810674,1781899.883,2849.980909,136864.0671,6336.698754,3352306.351,hiphop,,,,,
hiphop.00057.wav,661794,0.400395215,0.096869573,0.224777043,0.004103197,1811.189882,413368.0328,2279.294651,107731.9018,3890.190475,1755860.798,hiphop,,,,,
classical.00082.wav,661794,0.282727569,0.083148144,0.043001805,0.000218519,1415.261246,118933.5332,1448.739504,65532.72683,2489.766203,434071.689,classical,,,,,
disco.00064.wav,661504,0.388259709,0.100852117,0.092242509,0.000966895,2144.753941,511337.7863,2403.818899,158927.4568,4947.707231,2273481.254,disco,,,,,
reggae.00046.wav,661504,0.324288636,0.10221187,0.093490608,0.001122019,2322.169848,762965.552,2592.649647,224810.1135,5227.513969,3057111.676,reggae,,,,,
jazz.00073.wav,661794,0.332275897,0.089376241,0.133208379,0.003262192,2967.777464,360293.0709,2921.821675,156079.4899,6414.55469,2046498,jazz,,,,,
