filename,length,zero_crossing_rate_mean,harmony_mean,perceptr_mean,perceptr_var,tempo,label,,,,,,,,
classical.00071.wav,661794,0.07586297,-0.000109554,-0.000122372,4.80E-05,143.5546875,classical,,,,,,,,
jazz.00059.wav,672100,0.038017139,-0.00015779,-0.001280234,0.001678577,107.6660156,jazz,,,,,,,,
metal.00081.wav,661504,0.121935497,-2.43E-07,-1.83E-05,0.007039061,151.9990809,metal,,,,,,,,
rock.00051.wav,661794,0.120858106,0.000674327,0.001765579,0.005126002,172.265625,rock,,,,,,,,
blues.00082.wav,661794,0.105125103,-8.58E-06,-0.00027397,0.014502495,123.046875,blues,,,,,,,,
jazz.00097.wav,661794,0.039907646,-6.78E-06,-2.42E-05,7.66E-06,86.1328125,jazz,,,,,,,,
hiphop.00047.wav,661794,0.109297585,-8.57E-07,-0.000172003,0.016114619,95.703125,hiphop,,,,,,,,
metal.00000.wav,661504,0.183019368,0.000393392,0.002437493,0.002322793,95.703125,metal,,,,,,,,
metal.00005.wav,661504,0.134319261,-0.001330493,-0.002643111,0.00525996,151.9990809,metal,,,,,,,,
metal.00031.wav,661504,0.125147277,-1.85E-06,-8.76E-05,0.012334143,135.9991776,metal,,,,,,,,
reggae.00021.wav,661794,0.092824418,-0.002896112,-0.003007632,0.005972082,151.9990809,reggae,,,,,,,,
disco.00037.wav,661794,0.190011269,-5.05E-06,-1.62E-05,0.009804871,129.1992188,disco,,,,,,,,
reggae.00029.wav,661794,0.043657555,-2.86E-06,-2.02E-05,0.002656245,151.9990809,reggae,,,,,,,,
disco.00042.wav,661794,0.121640942,-1.75E-06,-1.00E-05,0.004478765,103.359375,disco,,,,,,,,
hiphop.00091.wav,661794,0.138551032,-4.78E-05,-0.000829251,0.003883258,103.359375,hiphop,,,,,,,,
disco.00043.wav,661794,0.134738813,1.51E-05,-9.91E-06,0.008030564,129.1992188,disco,,,,,,,,
classical.00084.wav,661794,0.057944597,-5.67E-06,-1.54E-06,5.86E-05,112.3471467,classical,,,,,,,,
metal.00024.wav,661504,0.128288818,-5.16E-06,-0.000100439,0.008465159,112.3471467,metal,,,,,,,,
metal.00067.wav,661504,0.120116055,-0.001882756,-0.003966553,0.006493999,135.9991776,metal,,,,,,,,
blues.00028.wav,661794,0.048019987,-8.88E-07,-3.02E-05,0.00261706,103.359375,blues,,,,,,,,
disco.00073.wav,661504,0.176345058,0.000194855,0.000960289,0.004344333,112.3471467,disco,,,,,,,,
blues.00063.wav,661794,0.154410543,-0.000151507,-0.000385216,0.002891337,92.28515625,blues,,,,,,,,
jazz.00074.wav,661794,0.095536966,-5.40E-06,-4.38E-05,0.001407739,83.35433468,jazz,,,,,,,,
reggae.00072.wav,661504,0.136155697,-1.49E-06,-5.88E-05,0.00951429,112.3471467,reggae,,,,,,,,
metal.00078.wav,661504,0.131790621,-4.15E-06,-0.000318733,0.013791359,99.38401442,metal,,,,,,,,
metal.00023.wav,661504,0.131706409,5.37E-06,0.000647616,0.006030045,143.5546875,metal,,,,,,,,
metal.00012.wav,661504,0.176827297,3.87E-07,-9.43E-05,0.0025118,172.265625,metal,,,,,,,,
disco.00070.wav,661504,0.134583605,0.000176607,0.001179999,0.004777628,107.6660156,disco,,,,,,,,
country.00013.wav,661794,0.129522172,1.09E-06,-7.76E-06,0.001940631,129.1992188,country,,,,,,,,
classical.00021.wav,661794,0.079539241,-4.30E-06,-1.14E-05,0.000221338,135.9991776,classical,,,,,,,,
rock.00053.wav,661794,0.187547582,0.00075422,0.001887032,0.009082898,117.4538352,rock,,,,,,,,
pop.00099.wav,661504,0.095972756,0.011002819,0.004080951,0.005051686,78.30255682,pop,,,,,,,,
disco.00018.wav,661794,0.143583388,-1.64E-06,-2.19E-05,0.006399573,123.046875,disco,,,,,,,,
hiphop.00026.wav,669680,0.172685069,-0.000389167,-0.001076303,0.012322282,103.359375,hiphop,,,,,,,,
country.00098.wav,661794,0.061722073,9.76E-06,-8.20E-07,0.003198273,117.4538352,country,,,,,,,,
country.00071.wav,661794,0.060517797,1.82E-06,1.76E-06,0.001564403,143.5546875,country,,,,,,,,
country.00084.wav,661794,0.092992843,-5.88E-06,-7.57E-05,0.00717133,86.1328125,country,,,,,,,,
disco.00086.wav,661504,0.094465617,5.31E-06,7.31E-05,0.009756489,123.046875,disco,,,,,,,,
classical.00005.wav,661794,0.07521004,-2.82E-05,-9.62E-05,0.000107941,143.5546875,classical,,,,,,,,
reggae.00015.wav,661794,0.068186418,-0.002360831,-0.00309509,0.005665921,129.1992188,reggae,,,,,,,,
rock.00089.wav,661794,0.073256538,2.62E-06,-3.09E-05,0.002624735,107.6660156,rock,,,,,,,,
pop.00093.wav,661504,0.131633525,-1.02E-06,-2.88E-05,0.018725635,135.9991776,pop,,,,,,,,
hiphop.00066.wav,661794,0.079374592,-4.02E-06,-0.000266858,0.012759075,92.28515625,hiphop,,,,,,,,
pop.00085.wav,661504,0.122025752,-0.003649758,-0.00345805,0.015433447,117.4538352,pop,,,,,,,,
disco.00034.wav,661794,0.18081285,-3.08E-06,-6.65E-06,0.00471037,129.1992188,disco,,,,,,,,
disco.00000.wav,664180,0.096525454,-0.000389423,-0.00116937,0.007381407,117.4538352,disco,,,,,,,,
disco.00094.wav,661504,0.093556274,-2.25E-05,-0.000739038,0.002172622,135.9991776,disco,,,,,,,,
rock.00055.wav,661794,0.066578074,0.00090834,0.001619357,0.004333141,129.1992188,rock,,,,,,,,
hiphop.00063.wav,661794,0.122197953,-1.38E-06,-0.000125975,0.035072148,92.28515625,hiphop,,,,,,,,
hiphop.00086.wav,661794,0.079843992,-2.96E-05,-0.000486355,0.001454632,99.38401442,hiphop,,,,,,,,
disco.00059.wav,661504,0.110175585,-1.48E-06,3.32E-06,0.00564038,123.046875,disco,,,,,,,,
metal.00043.wav,661794,0.177264598,-0.001627093,-0.001885439,0.003331377,95.703125,metal,,,,,,,,
rock.00059.wav,661794,0.086536806,-0.001258176,-0.00141655,0.000378377,117.4538352,rock,,,,,,,,
pop.00004.wav,661504,0.123708868,-1.19E-06,-6.46E-07,0.009106879,107.6660156,pop,,,,,,,,
blues.00024.wav,661794,0.047276048,-6.32E-06,-9.88E-05,0.001711179,103.359375,blues,,,,,,,,
hiphop.00049.wav,661794,0.108737176,1.47E-05,5.19E-05,0.013909516,129.1992188,hiphop,,,,,,,,
hiphop.00033.wav,665280,0.152815505,-0.000175762,-0.001253536,0.009986629,95.703125,hiphop,,,,,,,,
country.00021.wav,661794,0.045649199,-2.66E-07,-9.07E-06,0.001507488,107.6660156,country,,,,,,,,
metal.00088.wav,661504,0.092392027,-0.001927609,-0.003504661,0.007422179,117.4538352,metal,,,,,,,,
reggae.00052.wav,661504,0.134067001,-0.001686414,0.001732334,0.013612923,99.38401442,reggae,,,,,,,,
country.00043.wav,661794,0.134285274,-7.95E-06,-0.000328934,0.002717588,135.9991776,country,,,,,,,,
metal.00099.wav,661794,0.107965669,-7.32E-07,-2.32E-05,0.008580243,143.5546875,metal,,,,,,,,
metal.00047.wav,661794,0.178108233,6.74E-06,-0.000146359,0.011533103,103.359375,metal,,,,,,,,
pop.00074.wav,661504,0.130859375,3.51E-05,0.0001433,0.029757559,83.35433468,pop,,,,,,,,
classical.00006.wav,661794,0.072901184,-3.76E-05,-8.69E-05,1.93E-05,99.38401442,classical,,,,,,,,
rock.00087.wav,661794,0.128553162,-0.000233745,-0.001717278,0.004720709,129.1992188,rock,,,,,,,,
pop.00080.wav,661504,0.12755734,1.35E-06,-3.67E-05,0.017017607,112.3471467,pop,,,,,,,,
blues.00002.wav,661794,0.076291207,2.11E-06,-1.95E-05,0.007457626,161.4990234,blues,,,,,,,,
country.00044.wav,661794,0.06650368,-4.77E-05,-0.000569824,0.001675408,78.30255682,country,,,,,,,,
pop.00049.wav,661504,0.066113961,0.000324711,0.000635925,0.003378963,58.72691761,pop,,,,,,,,
disco.00098.wav,661504,0.112569409,-1.35E-06,-6.02E-05,0.005123781,123.046875,disco,,,,,,,,
jazz.00048.wav,661794,0.079302464,-0.001289105,-0.000929783,0.00038541,129.1992188,jazz,,,,,,,,
jazz.00076.wav,661794,0.068700379,-3.62E-06,-4.60E-05,0.000526358,117.4538352,jazz,,,,,,,,
metal.00020.wav,661504,0.152349037,-0.002594981,-0.004539439,0.003936103,99.38401442,metal,,,,,,,,
rock.00091.wav,661794,0.150134589,-4.94E-07,-1.25E-05,0.001881025,143.5546875,rock,,,,,,,,
jazz.00066.wav,667480,0.088324611,-0.000341041,-0.001096633,0.001543368,129.1992188,jazz,,,,,,,,
country.00046.wav,661794,0.115884661,1.64E-06,5.95E-05,0.00303592,78.30255682,country,,,,,,,,
classical.00027.wav,661794,0.053432621,-2.46E-06,-1.24E-05,1.01E-05,135.9991776,classical,,,,,,,,
jazz.00084.wav,661794,0.118312473,5.01E-06,0.000174057,0.000345014,123.046875,jazz,,,,,,,,
hiphop.00051.wav,661794,0.09950326,-7.23E-06,-5.24E-06,0.015476173,103.359375,hiphop,,,,,,,,
classical.00098.wav,661794,0.123422621,-0.000729523,-0.00038854,4.11E-05,184.5703125,classical,,,,,,,,
hiphop.00099.wav,661504,0.101514918,-6.18E-05,0.000299617,0.015257586,107.6660156,hiphop,,,,,,,,
classical.00003.wav,661794,0.108946385,-3.54E-05,-0.000117502,1.02E-05,71.77734375,classical,,,,,,,,
classical.00094.wav,661794,0.070118774,-0.000858995,-0.000425276,4.96E-06,184.5703125,classical,,,,,,,,
jazz.00004.wav,661794,0.047750356,-1.82E-06,-2.87E-05,0.000307544,64.59960938,jazz,,,,,,,,
jazz.00018.wav,661794,0.087708228,2.33E-05,0.000283205,0.000315434,103.359375,jazz,,,,,,,,
blues.00070.wav,661794,0.098347699,2.90E-05,0.000305971,0.002962958,143.5546875,blues,,,,,,,,
hiphop.00067.wav,661794,0.126870801,-6.75E-07,8.68E-05,0.013715148,95.703125,hiphop,,,,,,,,
country.00016.wav,661794,0.060195297,-1.82E-06,-7.37E-06,0.000897291,107.6660156,country,,,,,,,,
disco.00010.wav,661760,0.150302636,-0.000240768,-0.001155389,0.012753082,107.6660156,disco,,,,,,,,
country.00005.wav,666820,0.136372494,-0.000115279,-0.001245274,0.004955509,129.1992188,country,,,,,,,,
pop.00058.wav,661504,0.145666041,-1.98E-05,-0.000130794,0.012647614,99.38401442,pop,,,,,,,,
blues.00083.wav,661794,0.117950321,8.38E-06,-0.000771451,0.014419127,135.9991776,blues,,,,,,,,
rock.00057.wav,661794,0.175070164,-0.000876837,-0.00237329,0.003391334,123.046875,rock,,,,,,,,
country.00003.wav,661408,0.102564384,-0.000157273,-0.001313368,0.005624533,161.4990234,country,,,,,,,,
metal.00026.wav,661504,0.198145891,-0.004168097,-0.004491781,0.003556327,129.1992188,metal,,,,,,,,
reggae.00009.wav,661794,0.060570666,-1.14E-06,-1.57E-05,0.002416203,161.4990234,reggae,,,,,,,,
jazz.00080.wav,661794,0.140348572,3.06E-06,-3.87E-05,0.000989836,135.9991776,jazz,,,,,,,,
blues.00006.wav,661794,0.073052237,-9.67E-06,-2.24E-05,0.005953942,71.77734375,blues,,,,,,,,
reggae.00056.wav,661504,0.083156978,-0.005425413,-0.002669432,0.002693187,161.4990234,reggae,,,,,,,,
metal.00044.wav,661794,0.171205832,-0.001541835,-0.00231071,0.002459017,117.4538352,metal,,,,,,,,
reggae.00010.wav,661794,0.102753181,7.90E-07,-1.48E-05,0.000600506,117.4538352,reggae,,,,,,,,
pop.00061.wav,661504,0.111938382,-1.89E-05,5.52E-05,0.018193178,95.703125,pop,,,,,,,,
country.00056.wav,661794,0.054925032,1.30E-05,0.000217127,0.001291957,80.74951172,country,,,,,,,,
classical.00077.wav,661794,0.048334935,-2.18E-05,-3.53E-05,1.35E-05,161.4990234,classical,,,,,,,,
metal.00027.wav,661504,0.128243502,-0.00060938,-0.003879043,0.007097252,129.1992188,metal,,,,,,,,
metal.00079.wav,661504,0.143855284,3.77E-07,6.77E-05,0.004288448,123.046875,metal,,,,,,,,
reggae.00084.wav,661504,0.075974372,-0.001428606,-0.00244005,0.002677469,198.7680288,reggae,,,,,,,,
metal.00040.wav,661794,0.166524299,-0.001257423,-0.002503133,0.00372428,107.6660156,metal,,,,,,,,
rock.00046.wav,661794,0.118184455,6.65E-07,-9.79E-06,0.003570706,103.359375,rock,,,,,,,,
jazz.00046.wav,661794,0.058636045,-0.000865744,-0.001123083,0.002803705,107.6660156,jazz,,,,,,,,
classical.00097.wav,661794,0.085909933,-0.000619777,-0.000519766,3.29E-05,103.359375,classical,,,,,,,,
rock.00095.wav,661794,0.089227451,1.93E-06,-1.23E-05,0.000680892,103.359375,rock,,,,,,,,
pop.00098.wav,661504,0.183008417,8.74E-06,0.000175841,0.014831878,117.4538352,pop,,,,,,,,
blues.00068.wav,661794,0.135107384,-2.00E-05,-0.000283668,0.002665053,161.4990234,blues,,,,,,,,
metal.00033.wav,661504,0.099998338,-5.17E-08,-6.96E-05,0.007246864,123.046875,metal,,,,,,,,
hiphop.00084.wav,661794,0.10510962,-0.000192167,-0.00034204,0.004437331,112.3471467,hiphop,,,,,,,,
pop.00097.wav,661504,0.137150008,-0.0007492,0.000836272,0.009030676,99.38401442,pop,,,,,,,,
reggae.00045.wav,661504,0.22377367,2.13E-05,-6.47E-05,0.003532666,161.4990234,reggae,,,,,,,,
classical.00053.wav,670120,0.087670171,-0.000354806,-0.00119633,0.001085192,215.3320313,classical,,,,,,,,
hiphop.00048.wav,661794,0.077510589,1.31E-06,0.000768539,0.014228938,95.703125,hiphop,,,,,,,,
country.00088.wav,661794,0.066050518,-1.87E-07,-3.81E-05,0.003968961,103.359375,country,,,,,,,,
pop.00011.wav,661504,0.087084753,-7.21E-06,-7.34E-06,0.000161275,184.5703125,pop,,,,,,,,
country.00028.wav,661794,0.059815397,2.15E-07,5.14E-05,0.000989313,89.10290948,country,,,,,,,,
jazz.00016.wav,661794,0.069844989,4.18E-05,0.000111417,0.000151253,73.828125,jazz,,,,,,,,
hiphop.00040.wav,675808,0.103500089,3.33E-07,-1.68E-05,0.0108879,80.74951172,hiphop,,,,,,,,
blues.00089.wav,661794,0.025648172,-6.32E-06,-0.000114304,0.000330934,107.6660156,blues,,,,,,,,
blues.00040.wav,661794,0.097643033,-0.002389643,-0.004270952,0.004319395,172.265625,blues,,,,,,,,
classical.00022.wav,661794,0.068440944,1.82E-06,-1.36E-05,0.000123441,107.6660156,classical,,,,,,,,
metal.00006.wav,661504,0.198042797,-5.61E-08,-4.06E-06,0.000565294,123.046875,metal,,,,,,,,
disco.00016.wav,667920,0.114248084,-0.000110167,-0.001362165,0.010150031,123.046875,disco,,,,,,,,
metal.00011.wav,661504,0.171440343,5.01E-08,8.28E-05,0.009106531,161.4990234,metal,,,,,,,,
jazz.00042.wav,661794,0.061185832,-0.001037479,-0.000678,0.001634179,73.828125,jazz,,,,,,,,
pop.00063.wav,661504,0.074615644,-2.63E-05,-0.000314247,0.002504858,80.74951172,pop,,,,,,,,
jazz.00025.wav,661794,0.063598538,-3.72E-06,-2.98E-05,0.000750902,103.359375,jazz,,,,,,,,
pop.00068.wav,661504,0.154998142,-3.47E-05,3.37E-05,0.032636102,129.1992188,pop,,,,,,,,
metal.00090.wav,661504,0.084635039,1.93E-07,-9.86E-06,0.00259037,89.10290948,metal,,,,,,,,
hiphop.00075.wav,661794,0.146814427,-2.39E-07,-0.000662138,0.021716092,92.28515625,hiphop,,,,,,,,
hiphop.00057.wav,661794,0.05144211,9.33E-06,-7.46E-05,0.005274178,89.10290948,hiphop,,,,,,,,
classical.00082.wav,661794,0.087378175,-7.74E-06,-2.79E-06,6.12E-05,117.4538352,classical,,,,,,,,
disco.00064.wav,661504,0.064876453,-0.002445403,-0.002506942,0.002551788,123.046875,disco,,,,,,,,
reggae.00046.wav,661504,0.080964055,-6.20E-07,-2.95E-05,0.000973697,172.265625,reggae,,,,,,,,
jazz.00073.wav,661794,0.129700037,-3.41E-06,-4.87E-05,0.002784255,112.3471467,jazz,,,,,,,,
pop.00008.wav,661504,0.12125651,1.68E-06,-1.32E-05,0.006537378,172.265625,pop,,,,,,,,
jazz.00065.wav,661794,0.076491354,-0.000158794,-0.001049985,0.000945728,99.38401442,jazz,,,,,,,,
metal.00070.wav,661504,0.142846623,-2.13E-06,-6.56E-06,0.001254045,117.4538352,metal,,,,,,,,
rock.00049.wav,661794,0.091333518,0.000564489,0.001821476,0.00188947,112.3471467,rock,,,,,,,,
classical.00076.wav,661794,0.071745622,-5.20E-05,-0.000104385,0.000149022,172.265625,classical,,,,,,,,
blues.00018.wav,661794,0.05614177,-4.58E-05,-0.000198296,0.001052873,83.35433468,blues,,,,,,,,
disco.00083.wav,661504,0.089985363,0.000117035,0.000619139,0.003286689,117.4538352,disco,,,,,,,,
disco.00068.wav,661504,0.162613517,-2.58E-07,-1.18E-05,0.004393348,107.6660156,disco,,,,,,,,
classical.00000.wav,661794,0.098222702,-4.66E-05,-0.000121099,6.03E-05,95.703125,classical,,,,,,,,
pop.00031.wav,661504,0.152857333,1.40E-05,-2.64E-05,0.011422165,95.703125,pop,,,,,,,,
country.00022.wav,661794,0.068057267,5.27E-07,-4.07E-06,0.001131862,184.5703125,country,,,,,,,,
pop.00037.wav,661504,0.164805684,-4.91E-05,-0.001115753,0.025650328,103.359375,pop,,,,,,,,
blues.00078.wav,661794,0.123819515,9.07E-06,0.001123536,0.015638703,123.046875,blues,,,,,,,,
hiphop.00055.wav,661794,0.072460484,-1.15E-06,-9.61E-05,0.005092637,107.6660156,hiphop,,,,,,,,
reggae.00038.wav,661794,0.065522586,6.14E-06,-1.57E-05,0.001768338,95.703125,reggae,,,,,,,,
rock.00016.wav,661794,0.142833406,-2.70E-05,-0.001125259,0.007224061,143.5546875,rock,,,,,,,,
blues.00034.wav,661794,0.045702445,-2.49E-06,5.18E-07,0.001753094,184.5703125,blues,,,,,,,,
metal.00032.wav,661504,0.148112734,-0.007111542,-0.004088223,0.004393,117.4538352,metal,,,,,,,,
rock.00044.wav,661794,0.068902036,1.96E-07,-1.16E-05,0.002037137,92.28515625,rock,,,,,,,,
reggae.00027.wav,661794,0.087349097,-0.003129242,-0.002136978,0.008954188,135.9991776,reggae,,,,,,,,
metal.00034.wav,661504,0.160827306,-5.57E-05,-0.000430334,0.002184435,161.4990234,metal,,,,,,,,
rock.00076.wav,661794,0.071180681,-0.001827011,0.000638913,0.004067564,95.703125,rock,,,,,,,,
blues.00016.wav,661794,0.061344061,-2.35E-05,-0.000109743,0.002415149,198.7680288,blues,,,,,,,,
metal.00051.wav,661794,0.228380432,-2.56E-05,-0.000344252,0.010850978,107.6660156,metal,,,,,,,,
rock.00004.wav,661794,0.041079445,7.44E-06,4.68E-05,0.004250952,103.359375,rock,,,,,,,,
reggae.00028.wav,661794,0.067807651,5.66E-07,-1.50E-05,0.002232509,78.30255682,reggae,,,,,,,,
disco.00040.wav,661794,0.126426703,-1.32E-06,-9.22E-06,0.011192134,135.9991776,disco,,,,,,,,
reggae.00036.wav,661794,0.05920514,1.49E-06,-1.41E-05,0.003326823,86.1328125,reggae,,,,,,,,
rock.00071.wav,661794,0.090803697,-0.001452188,0.000499383,0.00833617,112.3471467,rock,,,,,,,,
country.00065.wav,661794,0.03866825,-1.11E-06,-6.07E-06,0.001188436,123.046875,country,,,,,,,,
hiphop.00043.wav,675808,0.061756111,1.13E-05,0.000180579,0.005610997,89.10290948,hiphop,,,,,,,,
hiphop.00087.wav,661794,0.087775069,-6.49E-05,-0.000624792,0.002473221,135.9991776,hiphop,,,,,,,,
hiphop.00072.wav,661794,0.051527456,2.57E-07,0.000191583,0.016426876,99.38401442,hiphop,,,,,,,,
rock.00031.wav,661794,0.132445439,-0.001710345,-0.001612168,0.006393005,117.4538352,rock,,,,,,,,
metal.00009.wav,661504,0.094647259,-3.47E-06,-0.000394786,0.013980078,112.3471467,metal,,,,,,,,
disco.00051.wav,661504,0.157629876,8.65E-05,0.000777795,0.004189929,107.6660156,disco,,,,,,,,
classical.00059.wav,661794,0.09326625,-0.000649561,-0.000593622,0.000492805,117.4538352,classical,,,,,,,,
pop.00032.wav,661504,0.228640622,-9.03E-06,7.91E-06,0.004637748,95.703125,pop,,,,,,,,
rock.00030.wav,661794,0.114917162,-9.12E-06,-0.000332881,0.001864886,117.4538352,rock,,,,,,,,
classical.00046.wav,661760,0.111575853,-0.000575141,-0.001549309,0.001111981,129.1992188,classical,,,,,,,,
pop.00029.wav,661504,0.111519208,-1.39E-06,1.67E-05,0.014102987,161.4990234,pop,,,,,,,,
rock.00056.wav,661794,0.177533474,0.000143483,0.002379782,0.007593416,135.9991776,rock,,,,,,,,
pop.00019.wav,661504,0.155986789,2.52E-06,-6.06E-05,0.015606671,92.28515625,pop,,,,,,,,
hiphop.00056.wav,661794,0.070145586,-6.20E-06,-9.87E-05,0.003722455,99.38401442,hiphop,,,,,,,,
blues.00099.wav,661794,0.074768586,0.000150895,0.00060274,0.002602036,92.28515625,blues,,,,,,,,
rock.00012.wav,661794,0.068224937,-1.38E-06,-3.85E-05,0.003143592,112.3471467,rock,,,,,,,,
rock.00068.wav,661794,0.118275087,-0.001510896,-0.002149218,0.001898244,123.046875,rock,,,,,,,,
jazz.00075.wav,661794,0.126489012,-1.44E-05,-3.83E-05,0.001968253,103.359375,jazz,,,,,,,,
metal.00087.wav,661504,0.186739444,-1.61E-06,-0.000298831,0.016669696,95.703125,metal,,,,,,,,
rock.00020.wav,661794,0.117533035,-7.73E-05,-0.001054467,0.00505902,99.38401442,rock,,,,,,,,
metal.00019.wav,661504,0.161427367,-0.002025987,-0.00376107,0.003514707,112.3471467,metal,,,,,,,,
blues.00091.wav,661794,0.036052376,-1.08E-06,-0.000121308,0.001231089,63.02400915,blues,,,,,,,,
classical.00051.wav,661344,0.060105079,-0.000511367,-0.00129143,0.001145081,135.9991776,classical,,,,,,,,
country.00072.wav,661794,0.082269915,-7.52E-07,-4.22E-05,0.004124613,151.9990809,country,,,,,,,,
classical.00087.wav,661794,0.051044839,-3.88E-06,-5.39E-06,1.24E-05,123.046875,classical,,,,,,,,
country.00027.wav,661794,0.097350366,-7.68E-07,4.11E-05,0.002796995,92.28515625,country,,,,,,,,
pop.00094.wav,661504,0.128518419,2.33E-05,-4.47E-05,0.007457118,151.9990809,pop,,,,,,,,
metal.00018.wav,661504,0.180260749,-6.14E-08,-2.61E-05,0.003813846,99.38401442,metal,,,,,,,,
disco.00072.wav,661504,0.184067304,-0.00064299,-0.001003379,0.002744754,135.9991776,disco,,,,,,,,
reggae.00081.wav,661504,0.099381661,-0.000131838,-0.001236914,0.007642813,99.38401442,reggae,,,,,,,,
reggae.00022.wav,661794,0.072300367,-0.001102755,-0.0031703,0.006677656,151.9990809,reggae,,,,,,,,
rock.00015.wav,661794,0.114160005,-7.14E-06,-3.17E-05,0.002881106,135.9991776,rock,,,,,,,,
pop.00045.wav,661504,0.124961481,-1.97E-06,2.42E-05,0.012541448,117.4538352,pop,,,,,,,,
disco.00012.wav,663520,0.131499114,-0.000408383,-0.001005706,0.010668613,112.3471467,disco,,,,,,,,
pop.00073.wav,661504,0.161796694,-3.00E-06,-0.000291039,0.017952889,129.1992188,pop,,,,,,,,
hiphop.00052.wav,661794,0.082330336,-4.40E-06,-1.04E-05,0.004703482,103.359375,hiphop,,,,,,,,
hiphop.00013.wav,661794,0.096624553,-0.000146799,-0.000149854,0.004055049,103.359375,hiphop,,,,,,,,
classical.00085.wav,661794,0.091589554,-6.00E-07,-6.88E-06,0.000200114,107.6660156,classical,,,,,,,,
classical.00075.wav,661794,0.060864088,-8.75E-05,-5.39E-05,2.08E-06,117.4538352,classical,,,,,,,,
metal.00021.wav,661504,0.191545975,-0.003412901,-0.004268353,0.002937046,107.6660156,metal,,,,,,,,
jazz.00070.wav,661794,0.050040331,-0.017764833,-0.001328129,0.000690231,103.359375,jazz,,,,,,,,
country.00038.wav,661794,0.121149262,-9.82E-05,-0.00074469,0.002137556,151.9990809,country,,,,,,,,
disco.00090.wav,661504,0.146113538,4.29E-06,5.33E-05,0.00576249,129.1992188,disco,,,,,,,,
disco.00030.wav,661794,0.150775434,3.82E-06,-5.34E-06,0.011677066,135.9991776,disco,,,,,,,,
blues.00065.wav,661794,0.146281963,-0.000220547,-0.000637801,0.002547108,107.6660156,blues,,,,,,,,
country.00017.wav,661794,0.063870058,-3.91E-07,-1.11E-05,0.001010789,89.10290948,country,,,,,,,,
reggae.00041.wav,661504,0.059005749,1.28E-06,2.81E-07,0.001557479,143.5546875,reggae,,,,,,,,
